x,y
0.0,1.9190583268331711
0.06789925864761912,1.9183213981144365
0.1357665287295009,1.9161109591386467
0.20356983675029847,1.9124280512834833
0.27127723934834574,1.9072744096332797
0.33885683834475183,1.9006524621615968
0.40627679577120807,1.892565328587356
0.4735053488694296,1.8830168189050867
0.5405108250551637,1.8720114315899676
0.6072616568397159,1.8595543514785138
0.6737263967019631,1.8456514473259065
0.7398737319038483,1.8303092690411187
0.8056724992423764,1.8135350446011327
0.8710916997311613,1.7953366766457097
0.9361005132046074,1.7757227387543162
1.0006683128378466,1.754702471406952
1.0647646795755867,1.7322857776307974
1.1283594164630781,1.7084832183347152
1.191422562872444,1.6833060073338182
1.2539244086176715,1.656766006066438
1.2539244086176726,1.6567660060664384
1.31989942981587,1.6274759164254704
1.3843328619993835,1.5979211544045027
1.4470451605488437,1.5680733671047067
1.5078734597295615,1.5379265462762897
1.566672208515252,1.5074951327333395
1.6233137430890254,1.4768119862305562
1.6776887605855333,1.4459262460143265
1.7297066621272397,1.4149011093452795
1.7792957387564132,1.383811556948062
1.8264031773613976,1.3527420570851165
1.8709948714610207,1.3217842806374889
1.9130550275846878,1.2910348605890174
1.9525855646996004,1.26059322921477
1.9896053111998195,1.2305595650138428
2.024149010590886,1.2010328792001546
2.0562661531684707,1.172109268274958
2.0860196563952624,1.1438803549718468
2.1134844210973984,1.1164319348564
2.138745793850266,1.0898428403006954
2.1618979678878687,1.0641840276971828
2.1830423422786804,1.0395178986084816
2.202285931046953,1.0158978025710141
2.219739747532963,0.9933677913845719
2.2355172817268394,0.9719625423846316
2.2497330598146212,0.9517074569931192
2.262501307721406,0.9326189119952002
2.2739347350339965,0.9147046395474461
2.2841434496210233,0.8979642123073935
2.2932340087197867,0.8823896102653581
2.3013086080340788,0.8679658467999058
2.3084644066296063,0.8546716330264275
2.3147929822210607,0.8424800615107224
2.320379908870603,0.8313592927231772
2.3253044471737363,0.8212732300714889
2.3296393349947593,0.8121821730714789
2.333450669368792,0.8040434349064662
2.3367978644797276,0.7968119213784527
2.339733671863557,0.790440670626968
2.342304256480759,0.7848813404728614
2.344549313924423,0.7800846484995829
2.3465022196119976,0.7760007631545758
2.348190200954332,0.7725796467200032
2.349634524604997,0.769771351830657
2.350850692027309,0.7675262738449504
2.3518486377436734,0.7657953618325196
2.3526329257283973,0.764530291261191
2.353202940455543,0.7636836016788279
2.3535530701082963,0.7632088028234704
