x,y
0.0,2.683683694622025
0.09979169425654755,2.682339155066427
0.1995109392570899,2.6783065125418983
0.2990853383441346,2.6715886947665504
0.3984426000190277,2.6621905789088025
0.497510590425934,2.6501189880465357
0.5962173857213674,2.6353826862135037
0.6944913242912519,2.6179923720366003
0.7922610587776022,2.5979606709686083
0.889455607877053,2.575302126122055
0.9860044078736309,2.5500331877108433
1.081837363868356,2.5221722011073164
1.1768849006684803,2.4917393935234293
1.2710780132994148,2.458756859325692
1.3643483171026798,2.423248543994554
1.4566280973834969,2.385240226739867
1.5478503585719898,2.3447595017850547
1.637948872862293,2.3018357583335702
1.726858228294262,2.256500159232194
1.8145138762428734,2.2087856183466537
1.8145138762428747,2.208785618346654
1.898561706677177,2.161045001217369
1.9808013314924198,2.113075160714727
2.0608478486032373,2.064812741171496
2.1383563081494392,2.01624217161599
2.213022735063852,1.9673910861002704
2.2845850887471997,1.9183253419763955
2.3528240210878977,1.869143716480386
2.4175633134378844,1.819972372115555
2.478669890456518,1.7709591935613052
2.536053335495869,1.7222681057904707
2.5896648558686017,1.6740734896451352
2.6394956739744844,1.6265548122276337
2.685574847986532,1.5798915857854268
2.727966552774986,1.534258759762292
2.7667668767520515,1.4898226364230602
2.8021002120403233,1.4467373815456142
2.834115332652835,1.4051421791573495
2.862981244107738,1.3651590740600597
2.8888830227573425,1.3268914152055185
2.912017563403994,1.2904230289171155
2.9325895222566385,1.2558179345648537
2.950807465483348,1.2231206039422766
2.9668803202606924,1.1923566747492025
2.9810141898320253,1.1635340341406941
2.9934095745236364,1.1366441858244167
3.004259020732154,1.1116638165630115
3.0137452011609414,1.0885564841079138
3.0220394130983825,1.0672743575364532
3.0293004680287785,1.0477599516167655
3.035673933597474,1.0299478123344867
3.041291694849829,1.013766098299821
3.046271767931744,0.999138067514801
3.0507183354744125,0.985983425101231
3.0547219514930455,0.974219532391724
3.0583598721571637,0.9637624767185244
3.0616964739950916,0.9545280039594928
3.06478372546293,0.946432320381147
3.067661682939499,0.9393927727461344
3.0703589873019648,0.9333284171491201
3.0728933421078657,0.9281604878114059
3.075271958960707,0.9238127772882364
3.077491959842139,0.9202119393928242
3.07954072981103,0.9172877193645275
3.0813962182204113,0.914973153703511
3.083027188563875,0.9132046867651367
3.084393420624662,0.911922275405831
3.085445872800917,0.9110694612122352
3.0861268147085674,0.9105934262215231
