x,y
0.0,4.2644725739492255
0.14514635440058196,4.262721948364985
0.2902082631616605,4.257471090120083
0.43510132977390886,4.248723054145414
0.5797412559597698,4.236482930017604
0.7240438907178977,4.220757838997903
0.8679252792819154,4.201556929889069
1.011301711965003,4.1788913737126245
1.1540897728618997,4.1527743572095925
1.2962063883799844,4.123221075168499
1.437568875571201,4.0902487215851
1.5780949902367063,4.053876479658972
1.7177029747762567,4.014125510632794
1.8563116057544937,3.971018941480814
1.9938402411564529,3.924581851453654
2.1302088673048045,3.87484125748729
2.2653381454115307,3.821826098484694
2.3991494577369545,3.7655672184792817
2.5315649533292643,3.7060973486899638
2.6625075933179243,3.6434510884782334
2.662507593317925,3.6434510884782325
2.863845901784872,3.5416674213908683
3.060847177485642,3.436157415420211
3.251500534911357,3.32683078351859
3.43404730444567,3.2139219764385576
3.607009691272861,3.0979491320041386
3.769213355564719,2.97966316021523
3.919801395045804,2.8599898831918615
4.058237831191565,2.7399685422146365
4.184299576629284,2.620690227698135
4.298056906762487,2.5032397656690173
4.399843499542396,2.388644272415708
4.49021816471555,2.277830851656845
4.569920933615913,2.1715950826124244
4.639826508218263,2.0705809595953197
4.70089822901965,1.9752717737184833
4.7541451345614965,1.8859907442276405
4.8005841570598715,1.802909552345759
4.841208735483894,1.726062651299317
4.876964370987626,1.6553652315454017
4.908731058291104,1.5906328262220546
4.937311890649966,1.5316011384734876
4.963427021679308,1.4779447704382185
4.9877118832772815,1.4292941592755521
5.0107186110131705,1.385250291069275
5.03291970522498,1.3453970570967106
5.054713096023013,1.3093113105578862
5.076427935573471,1.2765708006510548
5.098330597855661,1.2467603926697854
5.120630513673013,1.2194765723307195
5.143485542606765,1.1943308173904827
5.1670066980644425,1.1709519868210085
5.191262078000341,1.1489880208434953
5.216279884275882,1.1281072061159962
